"Legislation Number",URL,Congress,Title,"Amends Bill",Sponsor,"Date Offered","Date of Introduction","Number of Cosponsors","Date Submitted","Date Proposed",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
"S. 489",https://www.congress.gov/bill/118th-congress/senate-bill/489,"118th Congress (2023-2024)","Stop Taxpayer Funding of Hamas Act",,"Scott, Rick [Sen.-R-FL]",,02/16/2023,4,,,"Senate - Foreign Relations","Read twice and referred to the Committee on Foreign Relations.",02/16/2023,"Cramer, Kevin [Sen.-R-ND]","Braun, Mike [Sen.-R-IN]","Hyde-Smith, Cindy [Sen.-R-MS]","Budd, Ted [Sen.-R-NC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"International Affairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 488",https://www.congress.gov/bill/118th-congress/senate-bill/488,"118th Congress (2023-2024)","FOIA Fix Act of 2023",,"Rubio, Marco [Sen.-R-FL]",,02/16/2023,1,,,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",02/16/2023,"Cotton, Tom [Sen.-R-AR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 487",https://www.congress.gov/bill/118th-congress/senate-bill/487,"118th Congress (2023-2024)","COST of Relocations Act",,"Van Hollen, Chris [Sen.-D-MD]",,02/16/2023,0,,,"Senate - Homeland Security and Governmental Affairs","Read twice and referred to the Committee on Homeland Security and Governmental Affairs.",02/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 486",https://www.congress.gov/bill/118th-congress/senate-bill/486,"118th Congress (2023-2024)","Honest Ads Act",,"Klobuchar, Amy [Sen.-D-MN]",,02/16/2023,2,,,"Senate - Rules and Administration","Read twice and referred to the Committee on Rules and Administration.",02/16/2023,"Graham, Lindsey [Sen.-R-SC]","Warner, Mark R. [Sen.-D-VA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 485",https://www.congress.gov/bill/118th-congress/senate-bill/485,"118th Congress (2023-2024)","Hazard and Flooding Mitigation Funding Assurance Act",,"Padilla, Alex [Sen.-D-CA]",,02/16/2023,1,,,"Senate - Homeland Security and Governmental Affairs","Read twice and referred to the Committee on Homeland Security and Governmental Affairs. (Sponsor introductory remarks on measure: CR S459)",02/16/2023,"Sullivan, Dan [Sen.-R-AK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emergency Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 484",https://www.congress.gov/bill/118th-congress/senate-bill/484,"118th Congress (2023-2024)","Combating Human Rights Abuses Act of 2023",,"Peters, Gary C. [Sen.-D-MI]",,02/16/2023,1,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",02/16/2023,"Lummis, Cynthia M. [Sen.-R-WY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"International Affairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 483",https://www.congress.gov/bill/118th-congress/senate-bill/483,"118th Congress (2023-2024)","Internet PACT Act",,"Schatz, Brian [Sen.-D-HI]",,02/16/2023,7,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",02/16/2023,"Baldwin, Tammy [Sen.-D-WI]","Hickenlooper, John W. [Sen.-D-CO]","Capito, Shelley Moore [Sen.-R-WV]","Cassidy, Bill [Sen.-R-LA]","Lujan, Ben Ray [Sen.-D-NM]","Barrasso, John [Sen.-R-WY]","Thune, John [Sen.-R-SD]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 482",https://www.congress.gov/bill/118th-congress/senate-bill/482,"118th Congress (2023-2024)","Klamath Power and Facilities Agreement Support Act",,"Wyden, Ron [Sen.-D-OR]",,02/16/2023,1,,,"Senate - Energy and Natural Resources","Read twice and referred to the Committee on Energy and Natural Resources.",02/16/2023,"Merkley, Jeff [Sen.-D-OR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Water Resources Development",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 481",https://www.congress.gov/bill/118th-congress/senate-bill/481,"118th Congress (2023-2024)","Deterring Communist Chinese Aggression against Taiwan through Financial Sanctions Act of 2023",,"Scott, Rick [Sen.-R-FL]",,02/16/2023,1,,,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",02/16/2023,"Cramer, Kevin [Sen.-R-ND]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"International Affairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 480",https://www.congress.gov/bill/118th-congress/senate-bill/480,"118th Congress (2023-2024)","A bill to require the establishment of a working group to evaluate the threat to food safety and animal health posed by beef imported from Brazil, and for other purposes.",,"Tester, Jon [Sen.-D-MT]",,02/16/2023,2,,,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",02/16/2023,"Lujan, Ben Ray [Sen.-D-NM]","Rounds, Mike [Sen.-R-SD]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture and Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 479",https://www.congress.gov/bill/118th-congress/senate-bill/479,"118th Congress (2023-2024)","Fire Suppression and Response Funding Assurance Act",,"Padilla, Alex [Sen.-D-CA]",,02/16/2023,1,,,"Senate - Homeland Security and Governmental Affairs","Read twice and referred to the Committee on Homeland Security and Governmental Affairs. (Sponsor introductory remarks on measure: CR S459)",02/16/2023,"Sullivan, Dan [Sen.-R-AK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emergency Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 478",https://www.congress.gov/bill/118th-congress/senate-bill/478,"118th Congress (2023-2024)","GRAD Act",,"Romney, Mitt [Sen.-R-UT]",,02/16/2023,2,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",02/16/2023,"Barrasso, John [Sen.-R-WY]","Hickenlooper, John W. [Sen.-D-CO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 477",https://www.congress.gov/bill/118th-congress/senate-bill/477,"118th Congress (2023-2024)","Taiwan Invasion Prevention Act",,"Scott, Rick [Sen.-R-FL]",,02/16/2023,0,,,"Senate - Foreign Relations","Read twice and referred to the Committee on Foreign Relations.",02/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"International Affairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 476",https://www.congress.gov/bill/118th-congress/senate-bill/476,"118th Congress (2023-2024)","Maintaining Investments in New Innovation Act",,"Menendez, Robert [Sen.-D-NJ]",,02/16/2023,1,,,"Senate - Finance","Read twice and referred to the Committee on Finance.",02/16/2023,"Blackburn, Marsha [Sen.-R-TN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 475",https://www.congress.gov/bill/118th-congress/senate-bill/475,"118th Congress (2023-2024)","A bill to designate the clinic of the Department of Veterans Affairs in Gallup, New Mexico, as the Hiroshi ""Hershey"" Miyamura VA Clinic.",,"Heinrich, Martin [Sen.-D-NM]",,02/16/2023,1,,,"Senate - Veterans' Affairs","Read twice and referred to the Committee on Veterans' Affairs.",02/16/2023,"Lujan, Ben Ray [Sen.-D-NM]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Armed Forces and National Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 474",https://www.congress.gov/bill/118th-congress/senate-bill/474,"118th Congress (2023-2024)","REPORT Act",,"Blackburn, Marsha [Sen.-R-TN]",,02/16/2023,1,,,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",02/16/2023,"Ossoff, Jon [Sen.-D-GA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crime and Law Enforcement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 473",https://www.congress.gov/bill/118th-congress/senate-bill/473,"118th Congress (2023-2024)","American Security Drone Act of 2023",,"Scott, Rick [Sen.-R-FL]",,02/16/2023,6,,,"Senate - Homeland Security and Governmental Affairs","Read twice and referred to the Committee on Homeland Security and Governmental Affairs.",02/16/2023,"Hawley, Josh [Sen.-R-MO]","Warner, Mark R. [Sen.-D-VA]","Blumenthal, Richard [Sen.-D-CT]","Rubio, Marco [Sen.-R-FL]","Murphy, Christopher [Sen.-D-CT]","Blackburn, Marsha [Sen.-R-TN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 472",https://www.congress.gov/bill/118th-congress/senate-bill/472,"118th Congress (2023-2024)","Iran Nuclear Treaty Act",,"Johnson, Ron [Sen.-R-WI]",,02/16/2023,22,,,"Senate - Foreign Relations","Read twice and referred to the Committee on Foreign Relations.",02/16/2023,"Ernst, Joni [Sen.-R-IA]","Lee, Mike [Sen.-R-UT]","Cruz, Ted [Sen.-R-TX]","Crapo, Mike [Sen.-R-ID]","Cotton, Tom [Sen.-R-AR]","Braun, Mike [Sen.-R-IN]","Britt, Katie Boyd [Sen.-R-AL]","Boozman, John [Sen.-R-AR]","Barrasso, John [Sen.-R-WY]","Hoeven, John [Sen.-R-ND]","Hagerty, Bill [Sen.-R-TN]","Fischer, Deb [Sen.-R-NE]","Hyde-Smith, Cindy [Sen.-R-MS]","Young, Todd [Sen.-R-IN]","Tillis, Thomas [Sen.-R-NC]","Sullivan, Dan [Sen.-R-AK]","Scott, Rick [Sen.-R-FL]","Rubio, Marco [Sen.-R-FL]","Rounds, Mike [Sen.-R-SD]","Marshall, Roger [Sen.-R-KS]","Lummis, Cynthia M. [Sen.-R-WY]","Daines, Steve [Sen.-R-MT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"International Affairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 471",https://www.congress.gov/bill/118th-congress/senate-bill/471,"118th Congress (2023-2024)","Women’s Public Health and Safety Act",,"Lankford, James [Sen.-R-OK]",,02/16/2023,12,,,"Senate - Finance","Read twice and referred to the Committee on Finance.",02/16/2023,"Lee, Mike [Sen.-R-UT]","Thune, John [Sen.-R-SD]","Risch, James E. [Sen.-R-ID]","Cruz, Ted [Sen.-R-TX]","Daines, Steve [Sen.-R-MT]","Tillis, Thomas [Sen.-R-NC]","Hyde-Smith, Cindy [Sen.-R-MS]","Braun, Mike [Sen.-R-IN]","Hawley, Josh [Sen.-R-MO]","Scott, Rick [Sen.-R-FL]","Marshall, Roger [Sen.-R-KS]","Mullin, Markwayne [Sen.-R-OK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 470",https://www.congress.gov/bill/118th-congress/senate-bill/470,"118th Congress (2023-2024)","Patient Access to Higher Quality Health Care Act of 2023",,"Lankford, James [Sen.-R-OK]",,02/16/2023,14,,,"Senate - Finance","Read twice and referred to the Committee on Finance.",02/16/2023,"Braun, Mike [Sen.-R-IN]","Mullin, Markwayne [Sen.-R-OK]","Cruz, Ted [Sen.-R-TX]","Cornyn, John [Sen.-R-TX]","Paul, Rand [Sen.-R-KY]","Barrasso, John [Sen.-R-WY]","Cassidy, Bill [Sen.-R-LA]","Lee, Mike [Sen.-R-UT]","Cotton, Tom [Sen.-R-AR]","Young, Todd [Sen.-R-IN]","Tillis, Thomas [Sen.-R-NC]","Marshall, Roger [Sen.-R-KS]","Budd, Ted [Sen.-R-NC]","Boozman, John [Sen.-R-AR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 469",https://www.congress.gov/bill/118th-congress/senate-bill/469,"118th Congress (2023-2024)","STUDENT Act",,"Ernst, Joni [Sen.-R-IA]",,02/16/2023,5,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",02/16/2023,"Grassley, Chuck [Sen.-R-IA]","Hassan, Margaret Wood [Sen.-D-NH]","Johnson, Ron [Sen.-R-WI]","Manchin, Joe, III [Sen.-D-WV]","Kaine, Tim [Sen.-D-VA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 468",https://www.congress.gov/bill/118th-congress/senate-bill/468,"118th Congress (2023-2024)","Hospital Transparency Compliance Enforcement Act",,"Kennedy, John [Sen.-R-LA]",,02/16/2023,0,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",02/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 467",https://www.congress.gov/bill/118th-congress/senate-bill/467,"118th Congress (2023-2024)","CADETS Act",,"Peters, Gary C. [Sen.-D-MI]",,02/16/2023,6,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",02/16/2023,"Markey, Edward J. [Sen.-D-MA]","Young, Todd [Sen.-R-IN]","Cruz, Ted [Sen.-R-TX]","Baldwin, Tammy [Sen.-D-WI]","Klobuchar, Amy [Sen.-D-MN]","Braun, Mike [Sen.-R-IN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Transportation and Public Works",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
