"Downloaded on",03/18/2023,"10:12:28 EDT"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A%22118%22%2C%22type%22%3A%5B%22bills%22%2C%22joint-resolutions%22%5D%2C%22bill-status%22%3A%5B%22introduced%22%2C%22committee%22%2C%22floor%22%5D%7D&pageSize=100&page=25

"Legislation Number",URL,Congress,Title,"Amends Bill",Sponsor,"Date Offered","Date of Introduction","Number of Cosponsors","Date Submitted","Date Proposed",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Latest Summary"
"S. 106",https://www.congress.gov/bill/118th-congress/senate-bill/106,"118th Congress (2023-2024)","Commitment to Veteran Support and Outreach Act",,"Baldwin, Tammy [Sen.-D-WI]",,01/26/2023,2,,,"Senate - Veterans' Affairs","Committee on Veterans' Affairs. Ordered to be reported with an amendment in the nature of a substitute favorably.",02/16/2023,"Sanders, Bernard [Sen.-I-VT]","Sullivan, Dan [Sen.-R-AK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emergency communications systems","Veterans' pensions and compensation","Veterans' medical care","Telephone and wireless communication","State and local government operations",Aging,"Congressional oversight","Women's health","Government employee pay, benefits, personnel management","Health care coverage and access","Indian social and development programs","Mental health","Performance measurement","Armed Forces and National Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>Commitment to Veteran Support and Outreach Act</strong></p> <p>This bill authorizes the Department of Veterans Affairs (VA) to provide grants to states to implement programs that improve outreach and assistance to veterans and their families to ensure that such individuals are fully informed about veterans' benefits and programs.</p> <p>Specifically, the VA may provide grants to states to (1) implement or enhance outreach activities or activities to assist in the development and submittal of claims for veterans, or (2) increase the number of county or tribal veterans service officers in the state.</p> <p>The VA must prioritize awarding grants in areas with a critical shortage of county or tribal veterans service officers, areas with high rates of suicide among veterans, and areas with high rates of referrals to the Veterans Crisis Line.<br> </p>"
"S. 105",https://www.congress.gov/bill/118th-congress/senate-bill/105,"118th Congress (2023-2024)","Children Have Opportunities in Classrooms Everywhere Act",,"Lee, Mike [Sen.-R-UT]",,01/26/2023,5,,,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/26/2023,"Johnson, Ron [Sen.-R-WI]","Wicker, Roger F. [Sen.-R-MS]","Scott, Rick [Sen.-R-FL]","Budd, Ted [Sen.-R-NC]","Tuberville, Tommy [Sen.-R-AL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.463,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Children Have Opportunities in Classrooms Everywhere Act</b></p> <p>This bill allows tax-exempt distributions from qualified tuition programs (known as 529 plans) to be used for additional educational expenses in connection with elementary or secondary school. The bill also allows certain federal funds for elementary and secondary education to follow a student from a low-income household to the public school that the student attends or for tax-exempt educational expenses.</p> <p>Under current law, tax-exempt distributions in connection with elementary or secondary school are limited to tuition for a public, private, or religious school. The bill allows these distributions to be used additionally for</p> <ul> <li>curriculum and curricular materials, </li> <li>books or other instructional materials, </li> <li>online educational materials, </li> <li>tutoring or educational classes outside the home, </li> <li>testing fees, </li> <li>fees for dual enrollment in an institution of higher education, and </li> <li>educational therapies for students with disabilities.</li> </ul> <p>Distributions may also be used for tuition and the purposes above in connection with a home school (whether treated as a home school or a private school under state law).</p> <p>In addition, the bill directs state educational agencies to allocate grant funds to ensure the funding follows students to their public school or for other tax-exempt educational expenses outlined by the bill. Each state that carries out these allocations must establish a plan that allows the parent or guardian of an eligible child to apply for grant funds.</p>"
"S. 104",https://www.congress.gov/bill/118th-congress/senate-bill/104,"118th Congress (2023-2024)","Defending Domestic Produce Production Act of 2023",,"Rubio, Marco [Sen.-R-FL]",,01/26/2023,1,,,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/26/2023,"Scott, Rick [Sen.-R-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tariffs,Mexico,"Latin America","Government studies and investigations","Competitiveness, trade promotion, trade deficits",Canada,"Agricultural trade","Foreign Trade and International Finance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.545,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Defending Domestic Produce Production Act of 2023</b></p> <p>This bill establishes a process by which a core seasonal industry may petition for countervailing and antidumping duties.</p> <p><em>A core seasonal industry</em> means the producers (1) of a domestic like product that is a raw agricultural product, (2) whose collective output constitutes a majority of the total production in any state or group of states that accounts for a major portion of the total production during a discrete season or cyclical period of time, and (3) that make substantially all of their sales during that season or time period.</p> <p>The bill also provides that this process shall apply with respect to goods from Canada and Mexico.</p>"
"S. 103",https://www.congress.gov/bill/118th-congress/senate-bill/103,"118th Congress (2023-2024)","Defending Domestic Orange Juice Production Act of 2023",,"Rubio, Marco [Sen.-R-FL]",,01/26/2023,1,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",01/26/2023,"Scott, Rick [Sen.-R-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 102",https://www.congress.gov/bill/118th-congress/senate-bill/102,"118th Congress (2023-2024)","Foster Care Stabilization Act of 2023",,"Fischer, Deb [Sen.-R-NE]",,01/26/2023,1,,,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/26/2023,"Hickenlooper, John W. [Sen.-D-CO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Families,"Child safety and welfare","Adoption and foster care","Community life and organization","Congressional oversight","Social work, volunteer service, charitable organizations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.756,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>Foster Care Stabilization Act of 202</strong><b>3</b></p> <p>This bill requires the Administration for Children and Families to award demonstration grants to foster care stabilization agencies to improve services for foster youth awaiting placement and for other emergency assistance.</p>"
"S. 101",https://www.congress.gov/bill/118th-congress/senate-bill/101,"118th Congress (2023-2024)","Fishing Equipment Tax Relief Act of 2023",,"Rubio, Marco [Sen.-R-FL]",,01/26/2023,1,,,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/26/2023,"Scott, Rick [Sen.-R-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,"Hunting and fishing","Sales and excise taxes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Fishing Equipment Tax Relief Act of 202</b><strong>3</strong></p> <p>This bill reduces from 10% to 3% the excise tax rate that applies to the sale of portable, electronically-aerated bait containers by the manufacturer, producer, or importer.</p>"
"S. 100",https://www.congress.gov/bill/118th-congress/senate-bill/100,"118th Congress (2023-2024)","Better Care Better Jobs Act",,"Casey, Robert P., Jr. [Sen.-D-PA]",,01/26/2023,39,,,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/26/2023,"Schumer, Charles E. [Sen.-D-NY]","Wyden, Ron [Sen.-D-OR]","Murray, Patty [Sen.-D-WA]","Duckworth, Tammy [Sen.-D-IL]","Brown, Sherrod [Sen.-D-OH]","Hassan, Margaret Wood [Sen.-D-NH]","Sanders, Bernard [Sen.-I-VT]","Warnock, Raphael G. [Sen.-D-GA]","Merkley, Jeff [Sen.-D-OR]","Van Hollen, Chris [Sen.-D-MD]","Gillibrand, Kirsten E. [Sen.-D-NY]","Whitehouse, Sheldon [Sen.-D-RI]","Blumenthal, Richard [Sen.-D-CT]","Fetterman, John [Sen.-D-PA]","Padilla, Alex [Sen.-D-CA]","Kaine, Tim [Sen.-D-VA]","Durbin, Richard J. [Sen.-D-IL]","Baldwin, Tammy [Sen.-D-WI]","Smith, Tina [Sen.-D-MN]","Markey, Edward J. [Sen.-D-MA]","Klobuchar, Amy [Sen.-D-MN]","Reed, Jack [Sen.-D-RI]","Warren, Elizabeth [Sen.-D-MA]","Stabenow, Debbie [Sen.-D-MI]","Cantwell, Maria [Sen.-D-WA]","Cardin, Benjamin L. [Sen.-D-MD]","Booker, Cory A. [Sen.-D-NJ]","Schatz, Brian [Sen.-D-HI]","King, Angus S., Jr. [Sen.-I-ME]","Heinrich, Martin [Sen.-D-NM]","Hirono, Mazie K. [Sen.-D-HI]","Shaheen, Jeanne [Sen.-D-NH]","Welch, Peter [Sen.-D-VT]","Murphy, Christopher [Sen.-D-CT]","Menendez, Robert [Sen.-D-NJ]","Lujan, Ben Ray [Sen.-D-NM]","Feinstein, Dianne [Sen.-D-CA]","Cortez Masto, Catherine [Sen.-D-NV]","Peters, Gary C. [Sen.-D-MI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,"Health information and medical records","State and local government operations","State and local finance","Performance measurement",Medicaid,"Marriage and family status","Long-term, rehabilitative, and terminal care","Intergovernmental relations","Home and outpatient care","Health programs administration and funding","Congressional oversight","Government information and archives","Government studies and investigations","Health care coverage and access","Health care quality","Health personnel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.547,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Better Care Better Jobs Act</b></p> <p>This bill establishes programs and provides funds for state Medicaid programs to improve home- and community-based services (HCBS), such as home health care, personal care, case management, and rehabilitative services.</p> <p>Specifically, the bill provides funds for the Centers for Medicare &amp; Medicaid Services to award planning grants, develop quality measures, and provide technical assistance to states regarding specified HCBS improvements, particularly with respect to access, utilization, and the associated workforce. The bill also increases the Federal Medical Assistance Percentage (i.e., federal matching rate) for HCBS in states that develop plans and meet specified benchmarks for improvements.</p> <p>The bill also makes permanent (1) the Money Follows the Person Rebalancing Demonstration Program (a grant program to help states increase the use of HCBS for long-term care and decrease the use of institutional care), and (2) certain provisions regarding Medicaid eligibility that protect against spousal impoverishment for recipients of HCBS.</p>"
"S. 99",https://www.congress.gov/bill/118th-congress/senate-bill/99,"118th Congress (2023-2024)","National Development Strategy and Coordination Act of 2023",,"Rubio, Marco [Sen.-R-FL]",,01/26/2023,0,,,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",01/26/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.514,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 98",https://www.congress.gov/bill/118th-congress/senate-bill/98,"118th Congress (2023-2024)","Agriculture Innovation Act of 2023",,"Klobuchar, Amy [Sen.-D-MN]",,01/26/2023,1,,,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",01/26/2023,"Thune, John [Sen.-R-SD]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture and Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Agriculture Innovation Act of 2023</b></p> <p>This bill requires the Department of Agriculture (USDA) to identify, collect, link, and analyze certain data on the impact of conservation practices and other production practices on farm, ranch, and other working land profitability, including the effect on enhancing crop yields, soil health, ecosystem services, and other risk-reducing factors.</p> <p>Additionally, USDA must</p> <ul> <li>establish a conservation and farm productivity secure data center that ensures the security, privacy, and integrity of data;</li> <li>make the results of the data collection and analysis available through the secure data center to academic institutions and researchers; and</li> <li> provide technical assistance, including through internet-based tools, based on the analysis conducted and other relevant data, to assist producers in improving sustainable production practices that increase yields and enhance environmental outcomes.</li> </ul>"
"S. 97",https://www.congress.gov/bill/118th-congress/senate-bill/97,"118th Congress (2023-2024)","A bill to establish procedures for the removal of the Architect of the Capitol.",,"Klobuchar, Amy [Sen.-D-MN]",,01/26/2023,1,,,"Senate - Rules and Administration","Read twice and referred to the Committee on Rules and Administration.",01/26/2023,"Fischer, Deb [Sen.-R-NE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>This bill provides for the removal of the Architect of the Capitol through impeachment or through a joint resolution of Congress. The grounds for removal through a joint resolution are limited to permanent disability, inefficiency, neglect of duty, malfeasance, or a felony or conduct involving moral turpitude.</p>"
"S. 96",https://www.congress.gov/bill/118th-congress/senate-bill/96,"118th Congress (2023-2024)","Justice for Black Farmers Act of 2023",,"Booker, Cory A. [Sen.-D-NJ]",,01/26/2023,6,,,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",01/26/2023,"Blumenthal, Richard [Sen.-D-CT]","Sanders, Bernard [Sen.-I-VT]","Warnock, Raphael G. [Sen.-D-GA]","Smith, Tina [Sen.-D-MN]","Gillibrand, Kirsten E. [Sen.-D-NY]","Warren, Elizabeth [Sen.-D-MA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture and Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.797,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>Justice for Black Farmers Act of 202</strong><b>3</b></p> <p>This bill directs the Department of Agriculture (USDA) to provide a variety of assistance to address historical discrimination and disparities in the agricultural sector. </p> <p>For example, the bill establishes an equity commission in USDA to examine discrimination by the agency against Black farmers and ranchers and recommend actions to end the systematic disparities in the treatment of Black farmers and ranchers.</p> <p>USDA must also establish a Farm Conservation Corps to provide young adults who are from socially disadvantaged groups with the skills necessary to pursue careers in farming and ranching.</p> <p>The bill provides funding for historically Black colleges and universities to commence and expand courses of study that are focused on careers in agriculture or related disciplines. The bill also increases the authorization of appropriations for a program to resolve issues relating to ownership and succession on farmland. Additionally, it expands credit assistance for socially disadvantaged farmers and ranchers.</p> <p>Further, the bill (1) establishes that a minimum of 50% of a covered packer's (not including a packer that owns only one livestock processing plant) daily volume of livestock slaughter must be purchased through spot market sales from nonaffiliated producers; (2) increases funding for the Local Agriculture Market Program; and (3) gives priority to socially disadvantaged farmers and ranchers for conservation technical assistance, the Conservation Stewardship Program, and the Rural Energy for America Program. </p>"
"S. 95",https://www.congress.gov/bill/118th-congress/senate-bill/95,"118th Congress (2023-2024)","SAVE Moms and Babies Act of 2023",,"Hyde-Smith, Cindy [Sen.-R-MS]",,01/26/2023,26,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",01/26/2023,"Rounds, Mike [Sen.-R-SD]","Crapo, Mike [Sen.-R-ID]","Cornyn, John [Sen.-R-TX]","Graham, Lindsey [Sen.-R-SC]","Thune, John [Sen.-R-SD]","Barrasso, John [Sen.-R-WY]","Wicker, Roger F. [Sen.-R-MS]","Risch, James E. [Sen.-R-ID]","Hoeven, John [Sen.-R-ND]","Lee, Mike [Sen.-R-UT]","Rubio, Marco [Sen.-R-FL]","Cruz, Ted [Sen.-R-TX]","Fischer, Deb [Sen.-R-NE]","Cotton, Tom [Sen.-R-AR]","Daines, Steve [Sen.-R-MT]","Lankford, James [Sen.-R-OK]","Young, Todd [Sen.-R-IN]","Blackburn, Marsha [Sen.-R-TN]","Braun, Mike [Sen.-R-IN]","Cramer, Kevin [Sen.-R-ND]","Hawley, Josh [Sen.-R-MO]","Scott, Rick [Sen.-R-FL]","Hagerty, Bill [Sen.-R-TN]","Lummis, Cynthia M. [Sen.-R-WY]","Marshall, Roger [Sen.-R-KS]","Ricketts, Pete [Sen.-R-NE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R.427,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 94",https://www.congress.gov/bill/118th-congress/senate-bill/94,"118th Congress (2023-2024)","Investing in State Energy Act of 2023",,"Shaheen, Jeanne [Sen.-D-NH]",,01/26/2023,3,,,"Senate - Energy and Natural Resources","Read twice and referred to the Committee on Energy and Natural Resources.",01/26/2023,"Reed, Jack [Sen.-D-RI]","Collins, Susan M. [Sen.-R-ME]","Coons, Christopher A. [Sen.-D-DE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S. 93",https://www.congress.gov/bill/118th-congress/senate-bill/93,"118th Congress (2023-2024)","Family Farmer and Rancher Tax Fairness Act of 2023",,"Booker, Cory A. [Sen.-D-NJ]",,01/26/2023,3,,,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/26/2023,"Warnock, Raphael G. [Sen.-D-GA]","Smith, Tina [Sen.-D-MN]","Stabenow, Debbie [Sen.-D-MI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p> <strong>Family Farmer and Rancher Tax Fairness Act of 2023</strong></p> <p>This bill excludes from the gross income of certain farmers, ranchers, and forest land owners who are at financial risk payments for debt relief and for remedying past discrimination against such individuals.</p>"
