Legislation Number,URL,Congress,Title,Amends Bill,Sponsor,Date Offered,Date of Introduction,Number of Cosponsors,Date Submitted,Date Proposed,Committees,Latest Action,Latest Action Date,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
S. 2595,https://www.congress.gov/bill/114th-congress/senate-bill/2595,114th Congress (2015-2016),Building Rail Access for Customers and the Economy Act,,"Crapo, Mike [Sen.-R-ID]",,2/25/16,55,,,Senate - Finance,Read twice and referred to the Committee on Finance.,2/25/16,"Wyden, Ron [Sen.-D-OR]","Roberts, Pat [Sen.-R-KS]","Schumer, Charles E. [Sen.-D-NY]","Isakson, Johnny [Sen.-R-GA]","Casey, Robert P., Jr. [Sen.-D-PA]","Blumenthal, Richard [Sen.-D-CT]","Moran, Jerry [Sen.-R-KS]","Mikulski, Barbara A. [Sen.-D-MD]","Boozman, John [Sen.-R-AR]","Wicker, Roger F. [Sen.-R-MS]","Risch, James E. [Sen.-R-ID]","Feinstein, Dianne [Sen.-D-CA]","Murray, Patty [Sen.-D-WA]","Alexander, Lamar [Sen.-R-TN]","Merkley, Jeff [Sen.-D-OR]","Coons, Christopher A. [Sen.-D-DE]","Ayotte, Kelly [Sen.-R-NH]","Franken, Al [Sen.-D-MN]","Donnelly, Joe [Sen.-D-IN]","Inhofe, James M. [Sen.-R-OK]","Gardner, Cory [Sen.-R-CO]","Blunt, Roy [Sen.-R-MO]","Kirk, Mark Steven [Sen.-R-IL]","Boxer, Barbara [Sen.-D-CA]","Daines, Steve [Sen.-R-MT]","Udall, Tom [Sen.-D-NM]","Gillibrand, Kirsten E. [Sen.-D-NY]","Graham, Lindsey [Sen.-R-SC]","Heinrich, Martin [Sen.-D-NM]","Collins, Susan M. [Sen.-R-ME]","Cardin, Benjamin L. [Sen.-D-MD]","Klobuchar, Amy [Sen.-D-MN]","Paul, Rand [Sen.-R-KY]","Thune, John [Sen.-R-SD]","Markey, Edward J. [Sen.-D-MA]","Cochran, Thad [Sen.-R-MS]","Nelson, Bill [Sen.-D-FL]","Stabenow, Debbie [Sen.-D-MI]","Shaheen, Jeanne [Sen.-D-NH]","Cantwell, Maria [Sen.-D-WA]","Tester, Jon [Sen.-D-MT]","Murphy, Christopher [Sen.-D-CT]","Peters, Gary C. [Sen.-D-MI]","Heitkamp, Heidi [Sen.-D-ND]","Baldwin, Tammy [Sen.-D-WI]","King, Angus S., Jr. [Sen.-I-ME]","Vitter, David [Sen.-R-LA]","Leahy, Patrick J. [Sen.-D-VT]","Brown, Sherrod [Sen.-D-OH]","Hoeven, John [Sen.-R-ND]","Warren, Elizabeth [Sen.-D-MA]","Capito, Shelley Moore [Sen.-R-WV]","Murkowski, Lisa [Sen.-R-AK]","Sullivan, Dan [Sen.-R-AK]","Rounds, Mike [Sen.-R-SD]",,,,,,,,,,,,,,,,,,,,Business investment and capital,Income tax credits,Taxation,Railroads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2596,https://www.congress.gov/bill/114th-congress/senate-bill/2596,114th Congress (2015-2016),"A bill to amend title 10, United States Code, to permit veterans who have a service-connected, permanent disability rated as total to travel on military aircraft in the same manner and to the same extent as retired members of the Armed Forces entitled to such travel.",,"Heller, Dean [Sen.-R-NV]",,2/25/16,6,,,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,2/25/16,"Tester, Jon [Sen.-D-MT]","Hirono, Mazie K. [Sen.-D-HI]","Coons, Christopher A. [Sen.-D-DE]","Ayotte, Kelly [Sen.-R-NH]","Peters, Gary C. [Sen.-D-MI]","Mikulski, Barbara A. [Sen.-D-MD]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armed Forces and National Security,Veterans' pensions and compensation,Aviation and airports,Disability and paralysis,Disability assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2600,https://www.congress.gov/bill/114th-congress/senate-bill/2600,114th Congress (2015-2016),"A bill to amend the Military Selective Service Act to provide that any modification to the duty to register for purposes of the Military Selective Service Act may be made only through an Act of Congress, and for other purposes.",,"Lee, Mike [Sen.-R-UT]",,2/25/16,6,,,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,2/25/16,"Rubio, Marco [Sen.-R-FL]","Cruz, Ted [Sen.-R-TX]","Cassidy, Bill [Sen.-R-LA]","Vitter, David [Sen.-R-LA]","Risch, James E. [Sen.-R-ID]","Sasse, Ben [Sen.-R-NE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supreme Court,Military personnel and dependents,Licensing and registrations,Armed Forces and National Security,Constitution and constitutional amendments,Judicial review and appeals,Jurisdiction and venue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2601,https://www.congress.gov/bill/114th-congress/senate-bill/2601,114th Congress (2015-2016),A bill to direct the Secretary of Veterans Affairs to disclose certain information to State controlled substance monitoring programs.,,"Kirk, Mark Steven [Sen.-R-IL]",,2/25/16,0,,,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,2/25/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health information and medical records,Veterans' medical care,Armed Forces and National Security,"Drug, alcohol, tobacco use",Prescription drugs,Military personnel and dependents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2602,https://www.congress.gov/bill/114th-congress/senate-bill/2602,114th Congress (2015-2016),Restoring Internet Freedom Act,,"Lee, Mike [Sen.-R-UT]",,2/25/16,8,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",2/25/16,"Cornyn, John [Sen.-R-TX]","Paul, Rand [Sen.-R-KY]","Rubio, Marco [Sen.-R-FL]","Cruz, Ted [Sen.-R-TX]","Cotton, Tom [Sen.-R-AR]","Sasse, Ben [Sen.-R-NE]","Tillis, Thomas [Sen.-R-NC]","McConnell, Mitch [Sen.-R-KY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal Communications Commission (FCC),Consumer affairs,Competition and antitrust,Telephone and wireless communication,Administrative law and regulatory procedures,"Science, Technology, Communications",Internet and video services,"Internet, web applications, social media",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2607,https://www.congress.gov/bill/114th-congress/senate-bill/2607,114th Congress (2015-2016),DIGIT Act,,"Fischer, Deb [Sen.-R-NE]",,3/1/16,3,,,"Senate - Commerce, Science, and Transportation",Placed on Senate Legislative Calendar under General Orders. Calendar No. 652.,9/27/16,"Ayotte, Kelly [Sen.-R-NH]","Schatz, Brian [Sen.-D-HI]","Booker, Cory A. [Sen.-D-NJ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Science, Technology, Communications",Right of privacy,Internet and video services,Digital media,Computer security and identity theft,Advisory bodies,Advanced technology and technological innovations,Technology assessment,"Internet, web applications, social media",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2608,https://www.congress.gov/bill/114th-congress/senate-bill/2608,114th Congress (2015-2016),American Discovery Trail Act of 2016,,"Kirk, Mark Steven [Sen.-R-IL]",,3/1/16,1,,,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 601.,9/6/16,"Coons, Christopher A. [Sen.-D-DE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Virginia,Delaware,Illinois,Indiana,Iowa,Kansas,Kentucky,Utah,Travel and tourism,Public Lands and Natural Resources,"Parks, recreation areas, trails",Ohio,Nevada,Nebraska,Maryland,Missouri,Colorado,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2609,https://www.congress.gov/bill/114th-congress/senate-bill/2609,114th Congress (2015-2016),"An original bill to amend the Agricultural Marketing Act of 1946 to require the Secretary of Agriculture to establish a national voluntary labeling standard for bioengineered foods, and for other purposes.",,"Roberts, Pat [Sen.-R-KS]",,3/1/16,0,,,"Senate - Agriculture, Nutrition, and Forestry","By Senator Roberts from Committee on Agriculture, Nutrition, and Forestry filed written report. Report No. 114-403. Additional views filed.",12/9/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State and local government operations,Genetics,"Food supply, safety, and labeling",Federal preemption,Department of Agriculture,Agriculture and Food,Consumer affairs,Administrative law and regulatory procedures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2610,https://www.congress.gov/bill/114th-congress/senate-bill/2610,114th Congress (2015-2016),A bill to approve an agreement between the United States and the Republic of Palau.,,"Murkowski, Lisa [Sen.-R-AK]",,3/1/16,2,,,Senate - Energy and Natural Resources,Committee on Energy and Natural Resources. Hearings held. Hearings printed: S.Hrg. 114-426.,4/5/16,"Cantwell, Maria [Sen.-D-WA]","Hirono, Mazie K. [Sen.-D-HI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foreign aid and international relief,Government trust funds,Visas and passports,Postal service,Palau,Micronesia,Marshall Islands,Infrastructure development,International Affairs,International law and treaties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2613,https://www.congress.gov/bill/114th-congress/senate-bill/2613,114th Congress (2015-2016),Adam Walsh Reauthorization Act of 2016,,"Grassley, Chuck [Sen.-R-IA]",,3/1/16,11,,,House - Judiciary | Senate - Judiciary,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations.",6/1/16,"Hatch, Orrin G. [Sen.-R-UT]","Feinstein, Dianne [Sen.-D-CA]","Schumer, Charles E. [Sen.-D-NY]","Leahy, Patrick J. [Sen.-D-VT]","Coons, Christopher A. [Sen.-D-DE]","Klobuchar, Amy [Sen.-D-MN]","Shaheen, Jeanne [Sen.-D-NH]","Durbin, Richard J. [Sen.-D-IL]","Ayotte, Kelly [Sen.-R-NH]","Warren, Elizabeth [Sen.-D-MA]","Merkley, Jeff [Sen.-D-OR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Executive agency funding and structure,Congressional oversight,Civil actions and liability,Assault and harassment offenses,Sex offenses,Law enforcement administration and funding,Juvenile crime and gang violence,Human trafficking,Government information and archives,Genetics,Evidence and witnesses,Department of Justice,Criminal justice information and records,"Criminal investigation, prosecution, interrogation",Crime and Law Enforcement,Crime victims,Crimes against children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2615,https://www.congress.gov/bill/114th-congress/senate-bill/2615,114th Congress (2015-2016),Increasing Competition in Pharmaceuticals Act,,"Collins, Susan M. [Sen.-R-ME]",,3/1/16,3,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",3/1/16,"McCaskill, Claire [Sen.-D-MO]","Tester, Jon [Sen.-D-MT]","Kirk, Mark Steven [Sen.-R-IL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prescription drugs,Licensing and registrations,Infectious and parasitic diseases,Health,Government studies and investigations,Drug trafficking and controlled substances,"Drug safety, medical device, and laboratory regulation",Congressional oversight,User charges and fees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2616,https://www.congress.gov/bill/114th-congress/senate-bill/2616,114th Congress (2015-2016),"A bill to modify certain cost-sharing and revenue provisions relating to the Arkansas Valley Conduit, Colorado.",,"Gardner, Cory [Sen.-R-CO]",,3/2/16,1,,,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 630.,9/15/16,"Bennet, Michael F. [Sen.-D-CO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water resources funding,Water Resources Development,Water use and supply,Water storage,Colorado,Pipelines,Public contracts and procurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2617,https://www.congress.gov/bill/114th-congress/senate-bill/2617,114th Congress (2015-2016),MANIFEST for Human Spaceflight Act of 2016,,"Cornyn, John [Sen.-R-TX]",,3/2/16,0,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation. (text of measure as introduced: CR S1223-1224)",3/2/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Space flight and exploration,"Science, Technology, Communications",Spacecraft and satellites,Congressional oversight,Government studies and investigations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2618,https://www.congress.gov/bill/114th-congress/senate-bill/2618,114th Congress (2015-2016),Medicaid Directory of Caregivers Act,,"Grassley, Chuck [Sen.-R-IA]",,3/2/16,0,,,Senate - Finance,Read twice and referred to the Committee on Finance.,3/2/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government information and archives,Health,Health personnel,Medicaid,State and local government operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2625,https://www.congress.gov/bill/114th-congress/senate-bill/2625,114th Congress (2015-2016),Protecting Our Servicemembers' Children from Sexual and Violent Predators Act,,"Toomey, Patrick [Sen.-R-PA]",,3/3/16,0,,,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,3/3/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assault and harassment offenses,Child safety and welfare,Crimes against children,Criminal justice information and records,Domestic violence and child abuse,Education,Violent crime,Employee hiring,Military personnel and dependents,Personnel records,Pornography,Sex offenses,User charges and fees,Elementary and secondary education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2627,https://www.congress.gov/bill/114th-congress/senate-bill/2627,114th Congress (2015-2016),Mojave National Preserve Boundary Adjustment Act of 2016,,"Heller, Dean [Sen.-R-NV]",,3/3/16,1,,,Senate - Energy and Natural Resources,Committee on Energy and Natural Resources Senate Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 114-502.,6/15/16,"Reid, Harry [Sen.-D-NV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,California,Public Lands and Natural Resources,"Parks, recreation areas, trails",Land transfers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2632,https://www.congress.gov/bill/114th-congress/senate-bill/2632,114th Congress (2015-2016),Vietnam Human Rights Act of 2016,,"Cassidy, Bill [Sen.-R-LA]",,3/3/16,1,,,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,3/3/16,"Tillis, Thomas [Sen.-R-NC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rule of law and government transparency,Trade restrictions,Vietnam,Youth employment and child labor,International exchange and broadcasting,International law and treaties,International organizations and cooperation,Internet and video services,"Military assistance, sales, and agreements",News media and reporting,Political movements and philosophies,Property rights,Protest and dissent,Racial and ethnic relations,"Refugees, asylum, displaced persons",Area studies and international education,Asia,Congressional oversight,Cultural exchanges and relations,Detention of persons,Employment discrimination and employee rights,Foreign aid and international relief,Foreign language and bilingual programs,Human rights,Human trafficking,International Affairs,Religion,"Internet, web applications, social media",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
