Legislation Number,URL,Congress,Title,Amends Bill,Sponsor,Date Offered,Date of Introduction,Number of Cosponsors,Date Submitted,Date Proposed,Committees,Latest Action,Latest Action Date,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
S. 4407,https://www.congress.gov/bill/117th-congress/senate-bill/4407,117th Congress (2021-2022),China Oil Export Prohibition Act of 2022,,"Rubio, Marco [Sen.-R-FL]",,6/15/22,1,,,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",6/15/22,"Scott, Rick [Sen.-R-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foreign Trade and International Finance,Asia,China,Oil and gas,Trade restrictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4409,https://www.congress.gov/bill/117th-congress/senate-bill/4409,117th Congress (2021-2022),Political BIAS Emails Act of 2022,,"Thune, John [Sen.-R-SD]",,6/15/22,28,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation. (Sponsor introductory remarks on measure: CR S2969-2970)",6/15/22,"Hoeven, John [Sen.-R-ND]","Grassley, Chuck [Sen.-R-IA]","McConnell, Mitch [Sen.-R-KY]","Crapo, Mike [Sen.-R-ID]","Barrasso, John [Sen.-R-WY]","Wicker, Roger F. [Sen.-R-MS]","Risch, James E. [Sen.-R-ID]","Blunt, Roy [Sen.-R-MO]","Boozman, John [Sen.-R-AR]","Moran, Jerry [Sen.-R-KS]","Rubio, Marco [Sen.-R-FL]","Fischer, Deb [Sen.-R-NE]","Scott, Tim [Sen.-R-SC]","Capito, Shelley Moore [Sen.-R-WV]","Cotton, Tom [Sen.-R-AR]","Daines, Steve [Sen.-R-MT]","Ernst, Joni [Sen.-R-IA]","Lankford, James [Sen.-R-OK]","Sullivan, Dan [Sen.-R-AK]","Blackburn, Marsha [Sen.-R-TN]","Braun, Mike [Sen.-R-IN]","Cramer, Kevin [Sen.-R-ND]","Hawley, Josh [Sen.-R-MO]","Scott, Rick [Sen.-R-FL]","Lummis, Cynthia M. [Sen.-R-WY]","Marshall, Roger [Sen.-R-KS]","Tuberville, Tommy [Sen.-R-AL]","Kennedy, John [Sen.-R-LA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4410,https://www.congress.gov/bill/117th-congress/senate-bill/4410,117th Congress (2021-2022),Graduation Reporting for Accuracy and Decision-Making Act,,"Romney, Mitt [Sen.-R-UT]",,6/15/22,2,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",6/15/22,"Barrasso, John [Sen.-R-WY]","Hickenlooper, John W. [Sen.-D-CO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4411,https://www.congress.gov/bill/117th-congress/senate-bill/4411,117th Congress (2021-2022),"A bill to designate the facility of the United States Postal Service located at 5302 Galveston Road in Houston, Texas, as the ""Vanessa Guillen Post Office Building"".",,"Cruz, Ted [Sen.-R-TX]",,6/15/22,1,,,Senate - Homeland Security and Governmental Affairs,Became Public Law No: 117-352.,1/5/23,"Cornyn, John [Sen.-R-TX]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Operations and Politics,Congressional tributes,Postal service,"Government buildings, facilities, and property",Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4414,https://www.congress.gov/bill/117th-congress/senate-bill/4414,117th Congress (2021-2022),Expose Hospitals Violating Price Transparency Act,,"Braun, Mike [Sen.-R-IN]",,6/15/22,0,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",6/15/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4416,https://www.congress.gov/bill/117th-congress/senate-bill/4416,117th Congress (2021-2022),Educational Choice for Children Act,,"Cassidy, Bill [Sen.-R-LA]",,6/16/22,19,,,Senate - Finance,Read twice and referred to the Committee on Finance.,6/16/22,"Braun, Mike [Sen.-R-IN]","Scott, Tim [Sen.-R-SC]","Daines, Steve [Sen.-R-MT]","Young, Todd [Sen.-R-IN]","Barrasso, John [Sen.-R-WY]","Portman, Rob [Sen.-R-OH]","Burr, Richard [Sen.-R-NC]","Paul, Rand [Sen.-R-KY]","Boozman, John [Sen.-R-AR]","Scott, Rick [Sen.-R-FL]","Toomey, Patrick [Sen.-R-PA]","Tillis, Thomas [Sen.-R-NC]","Blackburn, Marsha [Sen.-R-TN]","Tuberville, Tommy [Sen.-R-AL]","Cornyn, John [Sen.-R-TX]","Wicker, Roger F. [Sen.-R-MS]","Ernst, Joni [Sen.-R-IA]","Hawley, Josh [Sen.-R-MO]","Kennedy, John [Sen.-R-LA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,Student aid and college costs,Tax-exempt organizations,Income tax credits,Elementary and secondary education,Charitable contributions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4420,https://www.congress.gov/bill/117th-congress/senate-bill/4420,117th Congress (2021-2022),CREST Act of 2022,,"Collins, Susan M. [Sen.-R-ME]",,6/16/22,3,,,Senate - Energy and Natural Resources,Committee on Energy and Natural Resources. Hearings held.,12/1/22,"King, Angus S., Jr. [Sen.-I-ME]","Cassidy, Bill [Sen.-R-LA]","Cantwell, Maria [Sen.-D-WA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4426,https://www.congress.gov/bill/117th-congress/senate-bill/4426,117th Congress (2021-2022),Special Needs Trust Improvement Act of 2022,,"Young, Todd [Sen.-R-IN]",,6/16/22,1,,,Senate - Finance,Read twice and referred to the Committee on Finance.,6/16/22,"Hassan, Margaret Wood [Sen.-D-NH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4427,https://www.congress.gov/bill/117th-congress/senate-bill/4427,117th Congress (2021-2022),Checks and Balances Act,,"Sullivan, Dan [Sen.-R-AK]",,6/16/22,4,,,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,6/16/22,"Daines, Steve [Sen.-R-MT]","Braun, Mike [Sen.-R-IN]","Marshall, Roger [Sen.-R-KS]","Hyde-Smith, Cindy [Sen.-R-MS]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Operations and Politics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4435,https://www.congress.gov/bill/117th-congress/senate-bill/4435,117th Congress (2021-2022),FIND Act,,"Daines, Steve [Sen.-R-MT]",,6/21/22,5,,,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,6/21/22,"Marshall, Roger [Sen.-R-KS]","Scott, Rick [Sen.-R-FL]","Hyde-Smith, Cindy [Sen.-R-MS]","Cassidy, Bill [Sen.-R-LA]","Inhofe, James M. [Sen.-R-OK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Operations and Politics,Firearms and explosives,Public contracts and procurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4438,https://www.congress.gov/bill/117th-congress/senate-bill/4438,117th Congress (2021-2022),Let's Get to Work Act of 2022,,"Scott, Rick [Sen.-R-FL]",,6/21/22,0,,,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",6/21/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agriculture and Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4444,https://www.congress.gov/bill/117th-congress/senate-bill/4444,117th Congress (2021-2022),Safeguarding Awards for Victims and Enforcement Settlements Act of 2022,,"Lankford, James [Sen.-R-OK]",,6/22/22,3,,,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,6/22/22,"Tillis, Thomas [Sen.-R-NC]","Cornyn, John [Sen.-R-TX]","Inhofe, James M. [Sen.-R-OK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4446,https://www.congress.gov/bill/117th-congress/senate-bill/4446,117th Congress (2021-2022),Modernizing the Accelerated Approval Pathway Act of 2022,,"Collins, Susan M. [Sen.-R-ME]",,6/22/22,1,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (Sponsor introductory remarks on measure: CR S3077-3078)",6/22/22,"Kaine, Tim [Sen.-D-VA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4449,https://www.congress.gov/bill/117th-congress/senate-bill/4449,117th Congress (2021-2022),Saving Access to Laboratory Services Act,,"Burr, Richard [Sen.-R-NC]",,6/22/22,4,,,Senate - Finance,Read twice and referred to the Committee on Finance.,6/22/22,"Stabenow, Debbie [Sen.-D-MI]","Brown, Sherrod [Sen.-D-OH]","Menendez, Robert [Sen.-D-NJ]","Tillis, Thomas [Sen.-R-NC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4450,https://www.congress.gov/bill/117th-congress/senate-bill/4450,117th Congress (2021-2022),SPECIAL RELATIONSHIP Act,,"Portman, Rob [Sen.-R-OH]",,6/22/22,1,,,Senate - Finance,Read twice and referred to the Committee on Finance.,6/22/22,"Coons, Christopher A. [Sen.-D-DE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foreign Trade and International Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4451,https://www.congress.gov/bill/117th-congress/senate-bill/4451,117th Congress (2021-2022),ENSURE Act,,"Barrasso, John [Sen.-R-WY]",,6/22/22,5,,,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,6/22/22,"Rubio, Marco [Sen.-R-FL]","Capito, Shelley Moore [Sen.-R-WV]","Daines, Steve [Sen.-R-MT]","Lankford, James [Sen.-R-OK]","Marshall, Roger [Sen.-R-KS]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4455,https://www.congress.gov/bill/117th-congress/senate-bill/4455,117th Congress (2021-2022),Stop Supreme Court Leakers Act of 2022,,"Cassidy, Bill [Sen.-R-LA]",,6/22/22,2,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,6/22/22,"Hyde-Smith, Cindy [Sen.-R-MS]","Rubio, Marco [Sen.-R-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4456,https://www.congress.gov/bill/117th-congress/senate-bill/4456,117th Congress (2021-2022),"A bill to prohibit certain former employees of the intelligence community from providing certain services to governments of countries that are state sponsors of terrorism, the People's Republic of China, and the Russian Federation, and for other purposes.",,"Cornyn, John [Sen.-R-TX]",,6/22/22,3,,,Senate - Intelligence (Select),Read twice and referred to the Select Committee on Intelligence. (Sponsor introductory remarks on measure: CR S3078; text: CR S3078-3079),6/22/22,"Gillibrand, Kirsten E. [Sen.-D-NY]","Sasse, Ben [Sen.-R-NE]","King, Angus S., Jr. [Sen.-I-ME]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armed Forces and National Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4457,https://www.congress.gov/bill/117th-congress/senate-bill/4457,117th Congress (2021-2022),Protecting Minors from Medical Malpractice Act of 2022,,"Cotton, Tom [Sen.-R-AR]",,6/22/22,5,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,6/22/22,"Cruz, Ted [Sen.-R-TX]","Rubio, Marco [Sen.-R-FL]","Daines, Steve [Sen.-R-MT]","Lankford, James [Sen.-R-OK]","Hawley, Josh [Sen.-R-MO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
